SNo,Brief Description of the grievance,Category,Label
9248,माटो धेरै गिलो भयो। यसलाई सुक्खा बनाउने उपाय चाहियो।,Environment,not_genuine
9249,"Maha bouda vanne thau' ma bike parking le garda, manche hidnu thau nai chaena? Jatha vabi bike parking le garda dherai garo vayo yo bato hidda kheri..kasari yasko upay khojne hola? Mahanagar mero complain cha? Suni dinu hola",नगर प्रहरी,genuine
9250,मेरो छिमेकीले धेरै फुल रोप्छन्। यसले गर्दा मेरो घरमा किरा आउँछ।,Nagar Prahari,not_genuine
9251,वडा नं. १६ नयाँ बजार खुशिवु स्थित ठाउँमा जस्ताको टहरो बनाएर विभिन्न धागोहरुमा रङ लगाउने गर्दा त्यहाँको वातावरण प्रदुषित भएको भनि गुनासो आएको ।,नगर प्रहरी,genuine
9252,महादेवस्थान मदन भण्डारी पार्क अगाडि पानिपुरि बेच्ने तथा टेबुलहरु राखिएको हुदाँ आवतजावतमा समस्या भयो। फुटपाथ पसल नियन्त्रण गरिदिनहुन अनुरोध छ।,नगर प्रहरी,genuine
9253,My son wants a slide from his classroom directly to the playground. Please build it.,Education,not_genuine
9254,"मेरो गाईको नाम 'काली' हो, तर उनी त्यति कालो छैनन्। उनको लागि रङको व्यवस्था गर्नुपर्‍यो।",Agriculture and Livestock,not_genuine
9255,"तिनकुनेबाट सिनामंगल जाने बाटोको फुटपाथमा दिनदिनै पसल राखेर झगडा गर्ने, हल्ला गर्ने गर्छन् । हटाउनुपर्यो ।",नगर प्रहरी,genuine
9256,"स्कुलमा बिहान बिहान व्यायाम गराउँछन्। मलाई अल्छी लाग्छ, यसलाई रोक्नुपर्छ।",Education,not_genuine
9257,घट्टेकुलोमा फोहोर नउठेको २ महिना बढि भैसक्यो। फोहोर व्यवस्थापन गरिदिनुहुन अनुरोध छ।,वातावरण,genuine
9258,Public road ma kura garnalai meeting point chaina. Euta meeting point banaidinu paryo.,Public Infrastructure,not_genuine
9259,Mero pakhalu janawar le mero kapada khaidiyo. Janawar lai sajae dinu paryo.,Agriculture and Livestock,not_genuine
9260,"७ नं वडा गाेपिकृष्ण हल अगाडी फुटपाथकाे हिलाे ,धुलाे र फाेहाेर खाेलामा हाल्ने गरेकाे छ । ",नगर प्रहरी,genuine
9261,मध्य बानेश्वर स्वयम पल स्टेनर एकेडेमि स्कुलकाे गेटमा २ वटा कुकुरले साह्यै दुख दिएका छन् मानिसलाइ झम्टने र टाेक्ने गरेर नियन्त्रण गरिदिइ समाधान गरिदिनुपर्याे । ,कृषि तथा पशुपंक्षी,genuine
9262,The crows are cawing too loudly. Can you give them a warning?,Nagar Prahari,not_genuine
9263,My neighbor's plants are growing too tall. They are blocking my view of the sky.,Environment,not_genuine
9264," ६ वडाको महाङ्कालको बाटो विग्रेको छ यो बाटोमा आवत जावतमा समस्या सृजना गरेको हुँदा यो बाटो निर्माण गरिदिनुहुन अनुरोध गर्दछु ।
solutions : सडक विभागमा जानकारि गराउनुहुन ",सार्वजनिक निरमाण,genuine
9265,१३ नं वडा स्थित सिमाना मर्गमा वाटो धेरै जीर्णछ धेरै पहीला देखिको धुलो हिलोले वटस्न नसकीने भयो वडामा भनदा पनि सुनुवाइ भयन । छीटो पिच गरीदीनु पर्‍यो ।,सार्वजनिक निरमाण,genuine
9266,"पुलको रेलिङ धेरै चम्किलो छ, आँखा तिर्मिराउँछ। यसलाई म्याट फिनिसमा रङ लगाउनु पर्छ।",Public Infrastructure,not_genuine
9267,My scarecrow is too friendly. The birds are sitting on it. Can you make it more menacing?,Agriculture and Livestock,not_genuine
9268,My chickens are too lazy to lay eggs. Can you give them some stimulants?,Agriculture and Livestock,not_genuine
9269,The sound of the wind is too loud. It keeps me awake at night. Please silence it.,Environment,not_genuine
9270,चुचेपाटि KL TOWER को अगाडिको गल्लि छिरेपछि लुम्बिनि एकेडेमि कलेज जाने बाटोभरि विद्यार्थि तथा अन्य व्यक्तिले जथाभावि गाडि तथा बाइक पार्किङ्ग गरेर त्यहाका बासिन्दालाइ आवतजावत गर्न तथा गाडि बाइक निकाल्नै गाह्रो भयो। पार्किङ्ग हटाइदिनुहुन अनुरोध छ।,नगर प्रहरी,genuine
9271,जडिबुटि देखि पेप्सीकोला जाने बाटोको दाँया बायाँ  तर्फ  अव्यवस्थित टहराहरु रहेका छन् तिनको पनि व्यवस्थापन गर्नु पर्‍यो तथा मनोहरा जग्गा एकिकरण अभियान  अन्तर्गतको सुकुम्बासी बस्ती को टहरा को व्यवस्थापन गर्नुपर्‍यो ।,नगर प्रहरी,genuine
9272,सामाखुशि पेट्रोल पम्मबाट राष्ट्रपति जाने निवासमा बाटो बिग्रिएर तथा बाटो खाल्डाखुल्डि भएर  एकदमै धुलो उडेर गाह्रो भयो। पानि छम्किदिनुहुन अनुरोध छ।,वातावरण,genuine
9273,वडा नं ३ निर्मल निबास धारा मार्गमा बाटाेकाे छेउछाउमा गाडि र माेटरसाइकल पार्किङ गरेर बाटाे हिड्न सारै गाराे भयाे साथै धारा मार्ग सँगै रहेकाे खालि जग्गामा अलकत्रा काे गन्धले बस्न सारै गाराे भयाे अनुगमन गरी नियन्त्रण गरिदिनुपर्याे भन्ने गुनासाे आएकाे छ । ,नगर प्रहरी,genuine
9274,२९ वडा घट्टैकुलोमा पुराण लगाएर घरको छतमा ठूला ठूला स्पीकर राखेर वजाउदा वस्न गाह्ररो भयो ,नगर प्रहरी,genuine
9275,"Teacher le malai ""timi chup lagera basa"" bhannuhuncha. Ma chup lagera basna sakdina. Yeslai rokna paryo.",Education,not_genuine
9276,मेरो खेतमा फलेको गहुँको बाला धेरै सानो भयो। यसलाई ठूलो बनाउनुपर्‍यो।,Agriculture and Livestock,not_genuine
9277,कान्ति गल्लि नया बानेश्वरमा बाटोमा ठुलो प्वाल परेको हुदाँ आवातजावतमा समस्या भयो। बाटो  मर्मत गरिदिनुहुन अनुरोध छ।,सार्वजनिक निरमाण,genuine
9278,हाम्रो कक्षाकोठामा गर्मी भयो। एसीको व्यवस्था गर्नुपर्छ।,Education,not_genuine
9279,का.म.पा.४ न वडा धुम्बाराहि पिपलबोट नजिक हिमचुलि मार्गमा  छिमेकिले दैनिक जसो आगो बालेर धुँवा फैलाई असर गरेको हुनाले नियन्त्रण  गरि पाऊँ भनि गुनासो आएको ।,नगर प्रहरी,genuine
9280,बौद्ध गोपिकृष्ण हल पछाडी कर्णमार्गमा सार्वजनिक बाटोको बिचमा एकजनाले गेट बनाइदिएर बाटो नै ब्लक भएको छ। बाटोमा राखिएको गेट हटाइदिनुहुन अनुरोध छ।,नगर प्रहरी,genuine
9281,वडा नं १४ कलंकी लामपाटीमा घरपालुवा कुकुर बिहान बेलुका बाटोमा छोड्दा धेरैलाई टोकेर दु:ख दिएको र बाटोमा हिड्न पनि डर भएको हुदाँ तुरुन्त कुकुरलाई भ्याक्सिन लगाई नियन्त्रण गर्दिनुपर्यो। ,कृषि तथा पशुपंक्षी,genuine
9282,मैले नुहाउन पानी तताउँदा धेरै समय लाग्यो। यो पानी तताउनेलाई कारबाही हुनुपर्छ।,Nagar Prahari,not_genuine
9283,हाम्रो कक्षाकोठामा गर्मी भयो। एसीको व्यवस्था गर्नुपर्छ।,Education,not_genuine
9284,"नदीमा माछाहरू धेरै छन्। यिनीहरूले पानी फोहोर गर्छन्, माछालाई अन्यत्र सार्नुपर्छ।",Environment,not_genuine
9285,Mero kukhura haru TikTok chalauchhan. Tiniharu lai kaam ma lagna lagaunu paryo.,Agriculture and Livestock,not_genuine
9286,Mero sathi le mero secret disclose garidiyo. Uslai jail halidinu paryo.,Nagar Prahari,not_genuine
9287,Mero ghar ko chhat bata pani churiyo. Yo pani ko dhara le garda ho. Dhara ko disha feridinu paryo.,Public Infrastructure,not_genuine
9288,१ नं वडा नक्साल राइ स्कुलले भर्ना शुल्क भनेर कक्षा ४ काे विध्यार्थिकाे चालिस हजार लियाे तुरुन्त अनुगमन गरिदिनुपर्याे । ,शिक्षा,genuine
9289,न्युरोड खिचापोखरी लुम्बिनी विकास बैंक नेर बाटामा ३०/३५ वटा मोटरसाइकल पार्किङ्ग गरिरहेका छन् । हटाउनुपर्यो भन्ने गुनासो आएको छ ।,नगर प्रहरी,genuine
9290,नेपाल आदर्श स्कुल गनबाहाल पतानिधि मार्ग छेउमा एउटा कुकुरको बन्ध्याकरण गर्न र चार वटा कुकुरको  रेबिज खोप लगाउन बाकि छ भन्ने गुनासो छ |,कृषि तथा पशुपंक्षी,genuine
9291,का.म.पा १४ नं.वडा अन्तर्गत क्याम्रिज  स्कुल सगै दाँया बायाँ रहेको दुइवटा तरकारि पसलहरुके ४ बजे देखि बेलुका ९ बजे सम्म चर्को आवाजमा माइक बाट तरकारि सस्तो सस्तो भन्दै बेच्ने गरेकोले वरि परि अशान्त बनाएको भनि गुनासो आएको ।,नगर प्रहरी,genuine
9292,My son wants to learn magic tricks in school. Please add a magic class.,Education,not_genuine
9293,म्हेपि मन्दिर पछाडी गेटमा रहेकाे भट्टी पसलहरुमा दिउसै रक्सि खाएर हाेहल्ला गरेर वातावरण अशान्त बनायाे कारबाहि गरिदिनुपर्याे । ,नगर प्रहरी,genuine
9294,कामपा १६ वडा माछापोखरी कृषि बजार अगाडी व्यापारीहरु ले फुटपाथ मिचेर व्यापार गरिरहेका छन् । जसले गर्दा हामी दृष्टीविहिनलाई आवतजावत गर्न साह्रै गाह्रो भयो । हटाउनुपर्यो ।,नगर प्रहरी,genuine
9295,सडकको छेउमा फुल फुल्दैन। सुन्दर फुल फुलाउने व्यवस्था गर्नुपर्छ।,Public Infrastructure,not_genuine
9296,कामपा १६ वडा बनस्थली भृकुटी चोकमा पानी पर्दा बाढी आयो भनेर बाटोमा cement लगाएर उठाएका छन् जसले गर्दा बाटोमा आवतजावत गर्न कठिनाई हुनुका साथै बाटो पनि बिग्रिसक्यो भन्ने गुनासो आएको छ ।,नगर प्रहरी,genuine
9297,नया बानेश्वरमा रहेको आइप्लेक्स मल अपोजिटमा रहेको स्काइ भिजन ब्वाइज होस्टलमा सरसफाइ छैन तथा खाना पनि हाइजेनिक खुवाउदैन। अनुगमन गरिदिनुहुन अनुरोध छ।,नगर प्रहरी,genuine
9298,My garden hose is leaking. The water is going to waste. Please fix the ozone layer.,Environment,not_genuine
9299,My daughter wants a celebrity to teach her class. Please arrange for a famous singer.,Education,not_genuine
9300,My mom is forcing me to eat vegetables. Please come and rescue me.,Nagar Prahari,not_genuine
9301,टेकु हस्पिटल भएको क्षेत्रमा ठेलागाडा तथा साइकलमा फलफुल बेच्ने गर्छन । ठेलागाडा तथा साइकलमा फलफुल राखेर व्यापार रोकिदिनुहुन अनुरोध छ।,नगर प्रहरी,genuine
9302,The sun is too bright today. Can you dim it down a bit?,Environment,not_genuine
9303,"The air in my room is too still. Can you send a small, personal breeze?",Environment,not_genuine
9304,My daughter wants a permanent holiday from school. Please approve this.,Education,not_genuine
9305,थापागाउ घरको अचार भन्ने पसल छ जुन अण्डरग्राउण्डमा छ जसको खारले वरिपरिका छिमेकिलाइ एकदमै गाह्रो भयो। आवश्यक व्यवस्थापन गरिदिनुहुन अनुरोध छ।,नगर प्रहरी,genuine
9306," तिनकुने नजिक ग्लोबल आइयमि देखि सिद्धार्थ कटेजसम्म बाटोमा निर्माण सामाग्रि, इट्टा तथा बाइक गाडि पार्किङ्ग गरेर आवतजावतमा एकदमै समस्या भयो। आवश्यक अनुगमन गरिदिनुहुन अनुरोध छ।",नगर प्रहरी,genuine
9307,मेरो टोलमा बिहान-बिहान रेडियोमा धेरै गीत बज्छ। यसलाई रोक्नुपर्छ।,Nagar Prahari,not_genuine
9308,"आर्मि गल्फ कल्बको बिचबाट गृहेश्वरी मन्दिर जाने बाटोमा खाल्डाखुल्डि छ ।खाल्डाखुल्डि पुरिदिनुहुन अनुरोध छ। साथै १००, १५० मी. बाटो पनि पिच गर्नुपर्यो। साथै चाबेल यातायात कार्यालयको बाटो हिलामे छ।ग्राबिल हालिदिनुहुन अनुरोध छ।",सार्वजनिक निरमाण,genuine
9309,"स्कुलमा बिहान बिहान व्यायाम गराउँछन्। मलाई अल्छी लाग्छ, यसलाई रोक्नुपर्छ।",Education,not_genuine
9310,The sun is too bright today. Can you dim it down a bit?,Environment,not_genuine
9311," भृकुटी मंडपमा रहेका होटलका खानाहरुमा गुणस्तर छैन माखा भनकीरहेको छ , साङला हीडीरहेकोछ डुसी परेकोछ अनुगमन गर्नु पर्यो ।",कृषि तथा पशुपंक्षी,genuine
9312,कमलादिमा भएको साजन गोट स्विट्स पसलमा त्रिवेनि नामको मिठाइमा थर्मोक्वाइलको टुक्रा भेटियो। आवश्यक अनुगमन गरिदिनुहुन अनुरोध छ।,कृषि तथा पशुपंक्षी,genuine
9313,मेरो टोलमा बिहान-बिहान रेडियोमा धेरै गीत बज्छ। यसलाई रोक्नुपर्छ।,Nagar Prahari,not_genuine
9314,My daughter wants to be a princess. Can the school arrange for a princess costume and a crown during school hours?,Education,not_genuine
9315,पछाडी गोद्रेज सोरुम  पछाडी आगो बालेर बिरामि परियो। आगो बाल्न नियन्त्रण गरिदिनुहुन अनुरोध छ।,नगर प्रहरी,genuine
9316,२६ वडा कार्यालय वरिपरी आदर्श याेग हरी स्कुल दुग्ध विकाश  संस्थान सँगै १ वटा भुस्याहा  कुकुरले दैनिक रुपमा सधै विध्यार्थि र  वटुवालाइ टाेक्छ नियन्त्रण गर्नुपर्याे भन्ने गुनासाे आएकाे छ ,कृषि तथा पशुपंक्षी,genuine
9317,काेटेश्वर महादेवस्थान नजिक घरबेटीले हामी भाडामा बस्ने लाई बत्तिकाे पैसा धेरै लियाे एउटा काेठामा साझ आउने हाे इलेक्टीक सामान पनि केहि छैन महिनाकाे २० युनिट आउन्ट घरभरी १६ वटा काेठा छन् फाेहाेरकाे पनि एउटा काेठा बाट २०० का दरले लिन्छ त्यस्तै पानिकाे पनि एउटा काेठाबाट ४८० रुपैया कन दरले लिन्छन् याे अति भयाे छानविन गरी आवश्यक कारबाहिकाे लागि अनुराेध छ । ,नगर प्रहरी,genuine
9318,My cat is refusing to eat her expensive cat food. Can you investigate her eating habits?,Nagar Prahari,not_genuine
9319,मैले नुहाउन पानी तताउँदा धेरै समय लाग्यो। यो पानी तताउनेलाई कारबाही हुनुपर्छ।,Nagar Prahari,not_genuine
9320,ट्रेड टाओरमा सेावाग्राहि लाईपार्कीङ सुल्क लियो कारवाही अनुगमन होस,नगर प्रहरी,genuine
9321,२७ वडा ज्याठा चोक नजिक रहेको जिमहल अगाडी टेलिकम को तार लत्रेर दुर्घटना हुने खतरा भयो हटाउन पर्यो,नगर प्रहरी,genuine
9322,I saw a ghost near the public water tap last night. Please perform a ritual there.,Public Infrastructure,not_genuine
9323,"१० वडा पुरानाे बानेश्वर चाेक ग्लाेवल कलेजकाे वरिपरि बाटाेमा केटाकेटिहरुले Home Made प्याकेट बन्द भएका मिठाइ, र खानेकुरा बेचिरहेका छन जसले गर्दा स्वास्थमा असर गर्न सक्छ तुरुन्त राेक्नुपर्याे भन्ने गुनासाे आएकाे छ । ",नगर प्रहरी,genuine
9324,धुमबाराहि ह्याम्स हस्पिटल नजिक जोडिएको मनमोहन पार्कमा रुख तलैदेखि काटेको छ। ठुला रुख भए हाङ्गा छाट्ने हो। रुख काट्न रोकिदिनुहुन अनुरोध छ।,नगर प्रहरी,genuine
9325,Barsha dherai paryo. Mero ghar ko chhat bata pani churiyo. Chhat lai pakka banaunu paryo.,Environment,not_genuine
9326,कामपा ३२ वडा पेप्सीकोला दाउरा थकाली बाट भित्र जाँदा सानो बाल संस्कार स्कुल नजिक एउटा सानो street dog बिरामी भएर उद्दार गरिएको मा उक्त कुकुर अस्ति रेबिज भएर मरेको रिपोर्ट आयो । हिजो देखि त्यो कुकुरको आमा पनि बिरामी अवस्थामा छ र समुहमा पनि अरु ६/७ वटा कुकुरहरु छन् । त्यसलाई पनि रेबिज भएको हुन सक्छ । छिटो उपचार तथा उद्दार गरिदिनुपर्यो ।,कृषि तथा पशुपंक्षी,genuine
9327,१६ वडा एकिकरण सडक प्राइम स्कुल र गिताञ्जलि स्कुलकाे  विचमा काठ काट्ने मेशिन र फलामकाे कारखानाले  विहान देखि  काम गर्दा ध्वनि प्रदुषण भएर बस्न गाराे छ भन्ने गुनासाे आउकाे छ । ,नगर प्रहरी,genuine
9328,"वडा २८ पुतलीसडक, पदमा कन्या स्कुल पछाडिको गल्लि निर प्राबिकरणले नयाँ पोल राखेर गएको छ |  तारहरु अवेव्स्थित छन् र यस्को व्यवसथा महानगरले गर्छ भन्नु भएकफ छ, एसको व्यवसथापन गरिदिनु पर्यो |",नगर प्रहरी,genuine
9329,I lost my favorite sock. Can the police find it for me?,Nagar Prahari,not_genuine
9330,"बबरमहल कुरिया गाउँ वाणिज्य बिभागको पछाडीको मेन सडकमा असार २८ गते परेको पानीबाट सडकमा ठुलो खाल्डो भएको हुदाँ यसको शिघ्र मर्मत गराइदिनु पर्यो।
उत्तर   सडक विभागमा जानकारी गराउने ।",सार्वजनिक निरमाण,genuine
9331,The crows are cawing too loudly. Can you give them a warning?,Nagar Prahari,not_genuine
9332,My garden hose is leaking. The water is going to waste. Please fix the ozone layer.,Environment,not_genuine
9333,Mero bhaisi le dherai paani khancha. Paani kam khana sikhaunu paryo.,Agriculture and Livestock,not_genuine
9334,Mero bhaisi le dherai paani khancha. Paani kam khana sikhaunu paryo.,Agriculture and Livestock,not_genuine
9335,"बागबजार,शंकरदेव क्याम्पस अगाडी, खुलामञ्च तथा अन्य विभिन्न ठाउँहरुमा महानगरले ठूलो ठूलो सिमेन्टको गमलाहरु राखेको छ । उक्त गमलाहरु हाल फुटेर, पानी जमेर, फोहोर भएर, बिरुवा पनि मरिसकेका छन् । यो स्थिति देखेर साह्रै नरमाइलो लागेर आउँछ भन्ने गुनासो आएको छ ।",वातावरण,genuine
9336,सुन्धाराकाे आकासे पुल नेपाल टेलिकमकाे लाइनकाे  हाेडिङबाेर्ड बाट एन्टीलाइट आउन्छ हटाउनुपर्याे। ,नगर प्रहरी,genuine
9337,मैतिदेवि पंचशिलमार्ग  रहेको वर्गर हाउसले खाना पकाउने ४ वटा सिलिन्डर पेटीमा राखेको छ। अनि रातदिन  मोटर चलाएर  ध्वनि प्रदुषण भयो । मोटरमा साइलेन्सर लागाउन तथा पेटिमा राखेको शिलिन्डर उठाइदिनुहुन अनुरोध छ।,नगर प्रहरी,genuine
9338,वडा नं. १५ सोभा भगवतिबाट मस्जित जाने बाटोको अगाडी फुटपाथमा पसल राखेर व्यापार गरिरहेकोले समस्या भएको गुनासो आएको हटाइदिन माग।,नगर प्रहरी,genuine
9339,My garden hose is leaking. The water is going to waste. Please fix the ozone layer.,Environment,not_genuine
9340,हाम्रो स्कुलको भित्तामा रङको कमी छ। त्यहाँ कार्टुनका चित्र बनाउनुपर्छ।,Education,not_genuine
9341,पुतलिसडक धोविधारा स्टारमल पछाडी पंचकुमारी मन्दिरसंगै रहेको खुल्ला ठाउँमा  टोलबासिले काम नलाग्ने निर्माण सामाग्री थुपारेर फोहोर गरेको छ। फोहोर व्यवस्थापन गरि खुल्ला ठाउँलाइ खुल्लानै छोडीदिनुपर्यो भनि सुझाव आएको छ।,नगर प्रहरी,genuine
9342,मैले बिहान खाना खाएँ तर मेरो पेट अझै खाली छ। यो खानेकुरालाई कारबाही हुनुपर्छ।,Nagar Prahari,not_genuine
9343,शान्तिनगर गेटमा रहेको चाय एक्सप्रेस रेष्टुरेण्टले सडकमै पार्किङ गराएर बाटो हिँडी साध्य छैन ।,नगर प्रहरी,genuine
9344,The school cafeteria food is too healthy. I want more junk food options.,Education,not_genuine
9345,चावाहिल वुलवुले एरियामा कवाडिखाना भएर बृद्ध  विरामिलाइ धेरै समस्या भयाे हटाउनुपर्याे । ,नगर प्रहरी,genuine
9346,"कोटेश्वर संखमुल पारि महादेवस्थान तथ कृष्ण मन्दिर नजिक माइकमा ठुलो स्वस लगाइ भजन गरिरहेको १५,२० दिन भयो जसले विद्यार्थिलाइ अध्ययन गर्न राति सुत्न समस्या भयो। यसको व्यवस्थापन गरिदिनुहुन अनुरोध छ।",नगर प्रहरी,genuine
9347,Mero karesabari ko pyaj ko aakar gol bhayo. Lamo aakar ko banaidinu paryo.,Agriculture and Livestock,not_genuine
9348,बैद्ध मंहाकाल क्षेत्रमा बाटो बिग्रिएर जनजीवन कष्टकर भएको हुँदा बाटो चाडो बनाइयोस।,सार्वजनिक निरमाण,genuine
9349,Malai exam ma pass huna jadu chahiyo. Jadu ko byawastha gardinu paryo.,Education,not_genuine
9350,थापाथली पुरानो पुलिस विट अगाडि २०/३० ओटा वाईक राखेर वाटो गेटनै वन्द गर्ने गरेकोछ हटाईदिन पर्यो ।,नगर प्रहरी,genuine
9351,पुतलि सडकमा रहेको श्रेष्ठ फोटोकपिको अगाडी उकालो बाटो छ। यहा २००/३०० बाइक हुन्छ जसले पैदल यात्रीहरुलाइ गाह्रो भएकाले यसको व्यवस्थापन चाडो गरिदिनु पर्यो।,नगर प्रहरी,genuine
9352,हाम्रो स्कुलको भित्तामा रङको कमी छ। त्यहाँ कार्टुनका चित्र बनाउनुपर्छcondition,Education,not_genuine
9353,Mero gau ko bato ma pani le bhijeko mato dherai chha. Tiniharu lai sukhai dinu paryo.,Public Infrastructure,not_genuine
9354,ढलको ढकनी धेरै भारी छ। यसलाई हलुका बनाउनुपर्छ।,Public Infrastructure,not_genuine
9355,मैले आज बिहान चिया बनाउँदा चिनी सकियो। चिनी किनेर ल्याइदिनुहोस्।,Nagar Prahari,not_genuine
9356,My garden hose is leaking. The water is going to waste. Please fix the ozone layer.,Environment,not_genuine
9357,The crops are getting sunburnt. Can you provide them with tiny sun hats?,Agriculture and Livestock,not_genuine
9358,"कामपा २६ वडा म्हेपी मित्रनगर पुल नेर पेटी भत्काएर छोडेको धेरै दिन भइसक्यो । जसले गर्दा घरबाट गाडी निकाल्न, आवतजावत गर्न साह्रै समस्या भयो । छिटो बनाइदिनुपर्यो ।",सार्वजनिक निरमाण,genuine
9359,"शान्तिनगर गेटबाट भित्र सडकमा पार्किङ्ग गरेर बाटो हिड्न, घर भित्र छिर्न साह्रै गाह्रो भयो। पार्किङ्ग हटाइदिनुहुन अनुरोध छ।",नगर प्रहरी,genuine
9360,Himal dherai chiso chha. Yeslai halka taato banaunu paryo.,Environment,not_genuine
9361,I dreamt that someone stole my money. I need protection for my dreams.,Nagar Prahari,not_genuine
9362,पकनाजोलमार्ग मुक्तिनाथ थकालिको विल्डिङमा अण्डरग्राउण्ड पार्किङमा डान्स बार चलाएको छ। साथै पार्किङ क्षेत्रमा व्यापार चलाएको छ। आवश्यक अनुगमन गरि कारबाहि गरिदिनुहुन अनुरोध छ।,नगर प्रहरी,genuine
9363,My internet is slow. Can you send someone to fix my Wi-Fi router immediately?,Nagar Prahari,not_genuine
9364,नया बानेश्वरको पुलमा माग्ने बसेर माग्दा बाटो जाम हुने तथा भिडभाड भएर आवतजावतमा समस्या भयो। माग्ने हटाइदिनुहुन अनुरोध छ।,नगर प्रहरी,genuine
9365,Mero ghar ko bato ma goli hane jasto awaj aayo. Yo awaj lai rokna paryo.,Public Infrastructure,not_genuine
9366,टेकु यामाहा स्परुप नजिक ए-क्याफेको पछाडि आगो बालेर एकदमै धुवा भयो। अनुगमन गरि आगो निभाइदिनुहुन अनुरोध छ।,नगर प्रहरी,genuine
9367,"अनामनगर म्युजिक नेपालको सानो गल्लिमा बाटोमा खाल्डो भएर पानि पर्दा पानि तालिएर आवतजावतमा समस्या भयो। साथै डेन्गुयको पनि महामारि हुन सक्छ। खाल्डो पुरिदिनुहुन अनुरोध छ।
solutions : वडाको सिफारिस सहित पठाउनुहुन । यो काम वडाबाटै हुने भएको हुदा वडाको सचिवलाई भन्नुहुन ",सार्वजनिक निरमाण,genuine
9368,"नदीमा माछाहरू धेरै छन्। यिनीहरूले पानी फोहोर गर्छन्, माछालाई अन्यत्र सार्नुपर्छ।",Environment,not_genuine
9369,My chickens are too lazy to lay eggs. Can you give them some stimulants?,Agriculture and Livestock,not_genuine
9370,वडा नं ३२ छाप्रो भन्ने ठाउँको चर्चको छेउमा बाटोको दुवै पट्टि ठुला ठुला ट्रष्ट मापदण्ड विपरित बनाएको छ। पानिको निकाश पनि बाटोमा झार्छ।  पानिले बाटो बिगारेको छ। कारबाहि गरिदिनुहुन अनुरोध छ।,नगर प्रहरी,genuine
9371,हाम्रो स्कुलको छतमा भुत नाच्यो। भुतलाई पक्रेर जेल हाल्नुपर्छ।,Education,not_genuine
9372,सडकमा सुतेको कुकुरले बाटो छेकिरहेको छ। कुकुरलाई उठाइदिनुपर्‍यो।,Public Infrastructure,not_genuine
9373,एनसेल हेड अफिस लैनचौर अगाडि बाटो खाल्डाखुल्डि भएको छ। बाटो मर्मत गरिदिनुहुन अनुरोध छ साथै एनसेल टि.टि. हलको पछाडि फोहोर थुपारेर दुर्गन्ध बढेको छ। फोहोर व्यवस्थापन गरिदिनुहुन अनुरोध छ।,सार्वजनिक निरमाण,genuine
9374,The public park has too many birds. Their chirping is annoying. Please relocate them.,Public Infrastructure,not_genuine
9375,Mero chhora le school ma ball haraayo. Ball khojera dinu paryo.,Education,not_genuine
9376,I dreamt that someone stole my money. I need protection for my dreams.,Nagar Prahari,not_genuine
9377,शिक्षकले बोर्डमा लेख्दा धेरै आवाज आउँछ। चकको सट्टामा साइलेन्ट मार्कर प्रयोग गर्नुपर्छ।,Education,not_genuine
9378,विशाल नगर स्थित ओरालोमा CNS भन्ने संस्थाले का म पा ले लगाएको फुटपाथा को विरुवा काटेको छ ।,नगर प्रहरी,genuine
9379,सडकमा गाडीको हर्नले मेरो मुटु दुख्यो। हर्न बजाउन निषेध गर्नुपर्छ।,Nagar Prahari,not_genuine
9380,आज बिहान हावामा धेरै चिसो थियो। यसलाई तातो बनाउनुपर्छ।,Environment,not_genuine
9381,The bees are making too much honey. I don't have enough jars. Please send more jars.,Agriculture and Livestock,not_genuine
9382,मेरो खेतमा फलेको गहुँको बाला धेरै सानो भयो। यसलाई ठूलो बनाउनुपर्‍यो।,Agriculture and Livestock,not_genuine
9383,चक्कु पक्कु मार्ग kmc college संगै १ महिना अगाडि का.म.पा को गाडि आएर बाइक उठाएको थियो। त्यसपछि केहि समय बाइक पाकिङ्ग गरेर अहिले बाटो अवरोध नगर भन्दा गालिगलोच गर्दछन। बाइक पार्किङ्ग हटाइ बाटो सहज पारिदिनुहुन अनुरोध छ।,नगर प्रहरी,genuine
9384,छाउनीको सांकारी स्कूलले जथाभाबी Annual fee लिएर हैरान बनायो। ,शिक्षा,genuine
9385,"Address: Bishalnagar: Chowk Hadigaun. Near kidszone school

Had terrible accident yesterday night due to sand particles remains on middle of the road, left by unknown private construction I think. Sand is still remaining today and very risky for 2 wheelers. ",नगर प्रहरी,genuine
9386,महाबौद्ध गणेश मन्दि वरिपरि चोरमा सामान जथाभावि राखेर हिड्न साह्रै गाह्रो भयो। सामान हटाइदिनुहुन अनुरोध छ।,नगर प्रहरी,genuine
9387,Mero kukhura haru TikTok chalauchhan. Tiniharu lai kaam ma lagna lagaunu paryo.,Agriculture and Livestock,not_genuine
9388,सार्वजनिक प्रतीक्षालयमा मानिसहरू धेरै गफ गर्छन्। उनीहरूलाई चुप लगाउनुपर्छ।,Public Infrastructure,not_genuine
9389,My scarecrow is too friendly. The birds are sitting on it. Can you make it more menacing?,Agriculture and Livestock,not_genuine
